state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,total_calls,total_minutes,ratio_calls,ratio_minutes,avg_day_minutes,avg_eve_minutes,avg_night_minutes,total_local_charge,ratio_charge
11,181,1,0,1,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6.0,7,1.62,1,244,562.1,0.028688524590163935,0.010674257249599715,0.7917127071823205,1.080110497237569,1.2337016574585635,51.03,0.031746031746031744
4,168,0,0,0,42,97.4,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2,279,474.9,0.007168458781362007,0.024005053695514846,0.5797619047619048,1.2119047619047618,1.0351190476190477,41.699999999999996,0.07386091127098322
15,155,0,0,1,0,181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,3,325,517.6,0.009230769230769232,0.021831530139103557,1.1703225806451614,1.0819354838709676,1.0870967741935484,52.67,0.057907727359027904
50,105,2,0,1,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0,335,671.6,0.011940298507462687,0.005658129839189994,2.3466666666666667,2.44,1.6095238095238096,71.28,0.014450056116722784
50,182,0,0,1,0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8.0,5,2.16,2,322,561.5999999999999,0.015527950310559006,0.014245014245014247,0.5763736263736264,1.0906593406593406,1.4186813186813185,46.32,0.04663212435233161
11,104,0,0,1,0,156.2,93,26.55,193.0,54,16.41,222.7,94,10.02,13.1,5,3.54,1,241,571.9,0.02074688796680498,0.02290610246546599,1.501923076923077,1.8557692307692308,2.1413461538461536,52.980000000000004,0.06681766704416761
0,102,0,0,1,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0,352,501.0,0.011363636363636364,0.023952095808383235,1.1254901960784314,0.8029411764705883,2.9833333333333334,40.17,0.08065720687079911
43,122,0,0,1,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,307,651.7,0.006514657980456026,0.018259935553168634,1.9057377049180328,1.6844262295081966,1.751639344262295,66.62,0.04818372861002702
18,41,0,0,1,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,335,490.4,0.008955223880597015,0.017536704730831975,3.502439024390244,3.7170731707317075,4.741463414634146,46.11,0.05031446540880503
23,132,0,0,1,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,332,597.0999999999999,0.012048192771084338,0.015240328253223917,1.3386363636363636,1.8492424242424241,1.3356060606060607,58.72,0.04189373297002725
19,76,0,0,1,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,318,664.3,0.015723270440251572,0.017160921270510315,3.46578947368421,3.030263157894737,2.244736842105263,72.03999999999999,0.04275402554136591
6,13,0,0,1,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,262,511.59999999999997,0.011450381679389313,0.02208756841282252,11.261538461538462,11.423076923076923,16.66923076923077,47.26,0.0645366060093102
20,115,0,0,0,33,145.0,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2,367,581.8,0.008174386920980926,0.024407012719147473,1.2608695652173914,1.691304347826087,2.1069565217391304,52.08,0.07354070660522274
6,67,1,0,1,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,231,445.8,0.05194805194805195,0.018842530282637954,2.5044776119402985,2.5029850746268654,1.646268656716418,47.74,0.04754922496857981
25,100,2,0,1,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,292,460.29999999999995,0.0273972602739726,0.016945470345426896,1.425,1.9569999999999999,1.2209999999999999,46.35,0.04552319309600863
22,146,2,1,1,0,133.0,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,286,610.1,0.01048951048951049,0.01835764628749385,0.910958904109589,1.8,1.4678082191780824,54.59,0.055321487451914265
38,148,0,0,0,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,316,800.0,0.0031645569620253164,0.015375000000000002,1.7087837837837838,1.920945945945946,1.7756756756756757,78.99,0.04203063678946702
43,67,0,0,0,28,95.0,94,16.15,291.2,73,24.75,159.6,114,7.18,10.0,2,2.7,2,281,545.8,0.0071174377224199285,0.01832172957127153,1.4179104477611941,4.3462686567164175,2.382089552238806,48.08,0.056156405990016645
30,161,2,1,1,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,340,698.5,0.0029411764705882353,0.018468146027201145,1.2062111801242235,1.5490683229813664,1.5832298136645964,65.67999999999999,0.05298416565164434
45,70,0,0,1,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0.0,0,0.0,1,349,662.2,0.0,0.0,3.182857142857143,3.0842857142857145,3.192857142857143,66.29,0.0
13,99,0,0,0,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,329,663.8,0.0121580547112462,0.014010244049412476,2.1818181818181817,2.3464646464646464,2.176767676767677,66.17,0.03793259785401239
30,87,0,0,1,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,276,485.6,0.03260869565217391,0.010914332784184513,1.681609195402299,1.974712643678161,1.9252873563218391,47.01,0.03041905977451606
29,131,1,0,1,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,289,489.2,0.031141868512110725,0.026778413736713,0.7206106870229008,1.6419847328244275,1.3717557251908397,42.42,0.08345120226308345
39,119,2,0,1,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,298,567.2,0.003355704697986577,0.017630465444287726,1.6,1.811764705882353,1.3546218487394956,57.949999999999996,0.046591889559965495
4,119,1,0,0,32,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,12.0,2,3.24,3,305,521.8,0.006557377049180328,0.022997316979685704,1.1983193277310924,1.749579831932773,1.4369747899159664,49.629999999999995,0.06528309490227686
8,87,2,1,1,0,134.2,80,22.81,165.0,71,14.03,173.1,102,7.79,10.7,5,2.89,0,253,472.29999999999995,0.019762845849802372,0.02265509210247724,1.5425287356321837,1.896551724137931,1.989655172413793,44.629999999999995,0.06475464933900964
31,112,0,0,1,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,314,372.70000000000005,0.009554140127388535,0.03783203649047491,0.9991071428571429,1.0178571428571428,1.3107142857142857,35.32,0.10787089467723669
8,75,0,0,1,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,284,595.5,0.007042253521126761,0.017968094038623005,1.6373333333333333,2.8173333333333335,3.485333333333333,50.6,0.05711462450592886
49,150,2,0,1,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,299,648.9000000000001,0.016722408026755852,0.014177839420557864,1.262,1.4726666666666668,1.5913333333333333,61.7,0.04019448946515397
7,161,2,0,0,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,326,648.3000000000001,0.018404907975460124,0.024834181706000307,1.493167701863354,1.253416149068323,1.2801242236024843,67.28999999999999,0.06464556397681677
15,91,2,1,0,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,373,517.5999999999999,0.00804289544235925,0.01912673879443586,1.0274725274725274,2.0153846153846153,2.645054945054945,42.32,0.0630907372400756
45,124,0,0,1,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,285,549.0999999999999,0.028070175438596492,0.018575851393188857,1.2790322580645161,1.7032258064516128,1.445967741935484,52.98,0.05190637976594942
11,94,2,1,1,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,296,485.1,0.013513513513513514,0.014842300556586271,2.5872340425531912,1.5638297872340425,1.0095744680851064,58.11,0.0333849595594562
14,217,1,0,1,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,350,641.8000000000001,0.008571428571428572,0.014490495481458398,0.8129032258064517,0.7317972350230415,1.4129032258064518,57.28999999999999,0.043812183627160065
8,158,2,0,1,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,312,696.4000000000001,0.016025641025641024,0.009190120620333142,1.398101265822785,1.5329113924050632,1.4765822784810128,68.64,0.025203962703962704
37,102,0,0,1,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,274,628.5,0.025547445255474453,0.011296738265712012,1.415686274509804,2.6127450980392157,2.1333333333333333,56.99,0.033690121073872606
30,85,2,0,1,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,326,604.0,0.009202453987730062,0.012748344370860927,2.4976470588235293,2.6870588235294117,1.9211764705882355,62.85,0.03309466984884646
2,79,2,0,1,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,281,555.9,0.03202846975088968,0.015110631408526715,1.860759493670886,2.09746835443038,3.078481012658228,50.01,0.04539092181563688
35,139,2,0,0,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2,266,457.20000000000005,0.03759398496240601,0.02821522309711286,0.6920863309352518,1.2870503597122303,1.3100719424460432,39.75,0.08754716981132075
33,103,0,0,1,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,299,657.2,0.006688963210702341,0.015672550213024956,2.557281553398058,1.7388349514563106,2.0844660194174756,69.66,0.039908125179443005
21,78,1,0,1,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,302,595.3000000000001,0.009933774834437087,0.016966235511506802,2.080769230769231,2.466666666666667,3.0846153846153848,54.769999999999996,0.049844805550483845
22,50,1,0,1,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1,324,444.79999999999995,0.009259259259259259,0.01955935251798561,3.6719999999999997,1.172,4.052,45.309999999999995,0.05186493047892298
45,67,1,0,1,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0,342,501.5,0.008771929824561403,0.013958125623130608,3.0059701492537316,1.4567164179104477,3.0223880597014925,51.650000000000006,0.036592449177153916
6,86,0,0,0,38,123.0,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,380,395.09999999999997,0.010526315789473684,0.03366236395849152,1.430232558139535,1.5569767441860465,1.6069767441860463,38.51,0.09322253960010388
36,174,0,0,1,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1,312,533.3,0.009615384615384616,0.016501031314457158,1.374712643678161,1.0833333333333333,0.6068965517241379,61.42999999999999,0.038743285039882794
0,124,2,0,1,0,193.0,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,300,455.6,0.01,0.033582089552238806,1.5564516129032258,0.7241935483870967,1.3935483870967742,48.220000000000006,0.08564910825383656
8,190,0,0,0,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,262,437.70000000000005,0.011450381679389313,0.02261823166552433,0.6142105263157895,0.7678947368421053,0.921578947368421,40.120000000000005,0.06655034895314058
20,101,2,0,1,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1,347,484.9,0.005763688760806916,0.022066405444421528,0.9287128712871286,1.4851485148514851,2.387128712871287,39.55,0.07307206068268016
11,68,0,0,0,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,257,611.1,0.023346303501945526,0.016200294550810016,3.5220588235294117,2.9970588235294118,2.4676470588235295,65.59,0.04070742491233419
45,117,2,0,0,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0,321,708.0,0.012461059190031152,0.016666666666666666,1.8461538461538463,1.9153846153846152,2.2897435897435896,67.83,0.04702933805100988
5,118,1,0,1,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1,283,598.6,0.02120141342756184,0.020380888740394253,1.588135593220339,1.5067796610169493,1.9779661016949153,57.47,0.057247259439707675
37,22,2,0,1,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,311,571.4,0.012861736334405145,0.021876093804690234,7.290909090909091,9.913636363636364,8.768181818181818,54.49,0.06202973022572949
48,134,1,0,1,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,384,624.9,0.0234375,0.008001280204832774,1.532089552238806,1.794776119402985,1.3365671641791044,63.400000000000006,0.021293375394321766
4,164,1,0,0,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,247,420.70000000000005,0.024291497975708502,0.033990967435227,1.3359756097560975,0.9237804878048781,0.3054878048780488,52.38,0.0736922489499809
41,177,0,0,1,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,280,620.2,0.025,0.02015478877781361,1.3152542372881357,0.9898305084745762,1.198870056497175,64.02,0.0527960012496095
21,110,1,0,1,0,162.0,81,27.54,247.5,89,21.04,155.5,99,7.0,8.9,8,2.4,0,269,565.0,0.02973977695167286,0.015752212389380533,1.4727272727272727,2.25,1.4136363636363636,55.58,0.04318100035984167
19,53,0,0,0,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,279,460.5,0.025089605734767026,0.014115092290988056,0.4886792452830188,3.8962264150943398,4.30377358490566,32.21,0.05464141570940702
41,80,1,0,1,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,331,707.0999999999999,0.02416918429003021,0.00947532173667091,4.0287500000000005,2.775,2.035,80.99,0.022348438078775158
35,158,1,0,1,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1,287,641.2,0.010452961672473868,0.012788521522145975,1.3284810126582278,1.4006329113924052,1.3291139240506329,63.94,0.03456365342508602
0,114,0,0,1,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0,284,587.0,0.0,0.0,1.6798245614035088,1.5368421052631578,1.9324561403508773,57.36,0.0
33,64,1,0,0,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,340,736.9,0.0058823529411764705,0.010177771746505632,4.5484375,3.5421875,3.4234375,78.62,0.02582040193335029
32,88,0,0,1,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,265,603.0999999999999,0.0037735849056603774,0.019565577847786442,2.4499999999999997,2.4568181818181816,1.9465909090909093,62.74,0.05084475613643608
30,82,2,1,1,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,274,597.6,0.021897810218978103,0.020749665327978582,2.546341463414634,2.6060975609756096,2.1353658536585365,61.54,0.05443613909652259
40,111,0,0,1,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,310,631.3,0.016129032258064516,0.01948360525898939,2.3054054054054056,1.8387387387387386,1.5432432432432432,68.56,0.048424737456242706
10,60,1,0,1,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,318,583.6999999999999,0.012578616352201259,0.021243789617954433,4.211666666666667,3.685,1.8316666666666668,66.7,0.05022488755622189
1,113,1,0,1,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,302,625.8,0.019867549668874173,0.011025886864813041,1.1690265486725664,2.190265486725664,2.1787610619469024,54.58,0.034078417002565045
15,109,1,0,1,0,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,8.2,4,2.21,1,363,692.0,0.011019283746556474,0.011849710982658959,1.9908256880733946,1.8990825688073394,2.458715596330275,66.55,0.03320811419984974
7,105,2,0,0,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,253,566.6,0.007905138339920948,0.02276738439816449,0.9704761904761905,2.124761904761905,2.300952380952381,47.15,0.07380699893955461
29,85,2,0,1,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,319,560.4000000000001,0.012539184952978056,0.02373304782298358,2.488235294117647,2.171764705882353,1.9329411764705884,59.04,0.06080623306233062
41,59,2,0,1,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,290,528.8000000000001,0.010344827586206896,0.018910741301059,2.8186440677966105,4.055932203389831,2.088135593220339,54.15,0.04986149584487535
32,148,1,0,1,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,287,520.7,0.04529616724738676,0.018244670635682733,1.2513513513513512,1.1513513513513514,1.1155405405405405,53.39,0.04813635512268215
22,115,0,0,1,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,288,634.1,0.027777777777777776,0.011354675918624822,2.132173913043478,1.382608695652174,1.9991304347826087,65.55,0.02959572845156369
12,106,2,0,1,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62,1,264,633.8,0.011363636363636364,0.009466708740927738,2.5886792452830187,1.8735849056603773,1.5169811320754718,70.77,0.02289105553200509
8,93,0,0,1,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,321,596.2,0.012461059190031152,0.02381751090238175,1.0580645161290323,2.6838709677419352,2.668817204301075,49.120000000000005,0.07797231270358305
40,57,0,0,0,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13.0,2,3.51,1,324,754.7,0.006172839506172839,0.01722538757122035,4.910526315789474,3.914035087719298,4.41578947368421,77.86999999999999,0.045075125208681135
50,98,2,0,1,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,344,564.5999999999999,0.011627906976744186,0.009032943676939426,1.9102040816326529,1.9959183673469387,1.8551020408163266,56.63,0.02436870916475366
20,157,0,0,1,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,293,593.6,0.013651877133105802,0.003706199460916442,1.7592356687898087,1.0560509554140127,0.9656050955414013,67.86000000000001,0.008694370763336278
26,116,0,0,0,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,293,687.7,0.013651877133105802,0.0120692162280064,1.7275862068965517,2.3517241379310345,1.8491379310344827,66.91000000000001,0.03347780600807054
6,30,2,0,1,0,162.3,96,27.59,244.0,122,20.74,180.1,89,8.1,9.1,4,2.46,2,307,586.4,0.013029315960912053,0.015518417462482947,5.41,8.133333333333333,6.003333333333333,56.43,0.043593833067517275
1,111,2,0,1,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,268,493.4,0.007462686567164179,0.02128090798540738,1.5936936936936938,0.9261261261261261,1.925225225225225,48.43,0.05864133801362791
45,52,0,0,1,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,291,584.6,0.020618556701030927,0.020868970236058843,3.1826923076923075,3.951923076923077,4.107692307692307,55.22,0.05957986236870699
43,72,0,0,1,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,297,590.1,0.016835016835016835,0.017624131503135063,3.0250000000000004,2.634722222222222,2.536111111111111,61.370000000000005,0.045787844223561996
1,135,2,0,0,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,348,602.7,0.011494252873563218,0.021403683424589346,1.491851851851852,1.825925925925926,1.1466666666666667,62.16,0.05598455598455599
33,86,2,0,1,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,334,628.6,0.014970059880239521,0.016067451479478204,2.2151162790697674,2.088372093023256,3.005813953488372,59.29,0.04604486422668241
29,98,0,0,0,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,262,533.4000000000001,0.026717557251908396,0.02399700037495313,1.8357142857142859,1.930612244897959,1.676530612244898,54.05,0.06401480111008326
19,151,2,0,1,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,311,529.3,0.006430868167202572,0.010957868883430947,1.562251655629139,0.5337748344370861,1.409271523178808,56.53,0.027772863966035732
12,118,0,0,1,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,327,535.4,0.0030581039755351682,0.014755323122898768,1.1898305084745764,1.585593220338983,1.7618644067796612,49.13,0.04335436596784042
11,117,0,0,1,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,294,656.5999999999999,0.030612244897959183,0.011270179713676517,1.235897435897436,2.211965811965812,2.164102564102564,57.97,0.03450060376056581
4,55,2,0,1,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,286,555.6,0.02097902097902098,0.030777537796976243,3.4363636363636365,2.1545454545454548,4.510909090909091,53.36,0.08658170914542729
12,82,1,0,1,0,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,290,561.0,0.006896551724137931,0.023707664884135473,1.2317073170731707,1.897560975609756,3.7121951219512193,44.1,0.08140589569160997
9,152,0,0,1,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,301,542.8000000000001,0.013289036544850499,0.01952837140751658,1.3572368421052632,1.9263157894736842,0.28750000000000003,61.93,0.046181172291296625
46,108,1,0,0,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1,292,682.8,0.0136986301369863,0.01596367896895138,1.5287037037037037,2.4722222222222223,2.321296296296296,62.05,0.047381144238517324
0,98,1,0,1,0,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,336,539.9000000000001,0.020833333333333332,0.023152435636228926,1.683673469387755,2.0673469387755103,1.7581632653061225,53.019999999999996,0.06374952847981893
47,130,0,0,1,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,295,674.9,0.010169491525423728,0.01733590161505408,1.1992307692307693,1.9700000000000002,2.022307692307692,60.099999999999994,0.05257903494176373
15,136,1,1,1,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,341,564.8,0.020527859237536656,0.02089235127478754,1.464705882352941,1.5786764705882352,1.1095588235294118,58.9,0.05415959252971138
3,47,0,0,1,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3,274,590.5,0.014598540145985401,0.020829805249788315,3.3042553191489366,4.004255319148936,5.25531914893617,53.519999999999996,0.06203288490284006
2,189,0,0,1,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,349,624.1,0.014326647564469915,0.018106072744752445,1.1021164021164023,1.2523809523809524,0.9476190476190476,63.59,0.04796351627614404
40,107,0,0,1,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,341,469.7,0.017595307917888565,0.02576112412177986,1.4682242990654204,1.519626168224299,1.4018691588785046,47.28,0.06916243654822335
28,91,0,0,1,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,367,562.6,0.010899182561307902,0.02079630287948809,1.6967032967032967,1.8494505494505495,2.6362637362637362,51.36,0.06152647975077882
44,159,0,0,1,0,189.1,105,32.15,246.1,147,20.92,242.0,106,10.89,10.4,5,2.81,1,358,677.2,0.013966480446927373,0.01535735380980508,1.189308176100629,1.5477987421383648,1.5220125786163523,63.96,0.04393370856785491
13,11,1,0,0,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7,2,296,645.4,0.010135135135135136,0.015494267121165169,11.954545454545455,20.927272727272726,25.79090909090909,54.7,0.04936014625228519
11,167,0,0,1,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,315,638.8,0.015873015873015872,0.015497808390732625,0.9964071856287425,1.4562874251497004,1.3724550898203591,59.27,0.04504808503458748
39,99,1,0,0,19,87.7,103,14.91,223.0,86,18.96,182.3,112,8.2,7.3,4,1.97,2,301,493.0,0.013289036544850499,0.014807302231237322,0.8858585858585859,2.2525252525252526,1.8414141414141416,42.07000000000001,0.046826717375802226
45,159,0,0,0,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,250,604.2,0.012,0.027970870572658055,1.1578616352201256,1.2232704402515724,1.4188679245283018,57.98,0.07864780958951362
43,71,0,0,1,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9.0,2,2.43,2,280,406.6,0.007142857142857143,0.022134776192818492,1.4549295774647888,1.9507042253521127,2.3211267605633803,36.75,0.06612244897959184
48,122,0,0,1,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,209,467.5,0.009569377990430622,0.027165775401069518,0.2877049180327869,1.481967213114754,2.0622950819672132,32.66,0.1050214329454991
6,83,0,0,0,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,312,468.7,0.01282051282051282,0.025176018775336036,0.9457831325301205,2.536144578313253,2.165060240963855,39.33,0.08110856852275616
37,64,1,0,1,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,5,299,529.0,0.006688963210702341,0.023251417769376184,2.3140625,2.5765625,3.375,48.92,0.06786590351594439
12,144,0,0,0,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,302,658.4,0.009933774834437087,0.018529769137302553,1.7472222222222222,1.3722222222222222,1.4527777777777777,68.98,0.04769498405334879
19,106,0,1,0,26,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,7,3.89,1,334,739.5,0.020958083832335328,0.01947261663286004,2.5500000000000003,2.030188679245283,2.3962264150943398,75.67000000000002,0.05140742698559534
14,19,2,0,0,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,329,641.6999999999999,0.00303951367781155,0.017609474832476237,8.242105263157894,11.799999999999999,13.731578947368419,57.42,0.0531173807035876
3,46,1,0,1,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,271,536.2,0.02214022140221402,0.02536367027228646,3.0304347826086957,4.863043478260869,3.7630434782608693,50.5,0.07267326732673267
47,127,2,0,1,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,345,581.3,0.008695652173913044,0.020127300877343886,1.7338582677165353,1.483464566929134,1.3598425196850392,61.209999999999994,0.05162555138049339
5,9,0,0,0,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,340,573.0,0.008823529411764706,0.01762652705061082,23.788888888888888,18.799999999999997,21.077777777777776,59.32,0.046021577882670264
16,157,0,0,1,0,196.0,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,251,606.2,0.02390438247011952,0.013032002639392939,1.2484076433121019,1.359235668789809,1.253503184713376,60.32,0.03531167108753316
28,105,0,0,0,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,318,700.9,0.015723270440251572,0.014267370523612499,1.7085714285714286,2.6228571428571428,2.3438095238095236,64.97999999999999,0.041551246537396135
